city,instance_id,solver,variant,reference_variant,num_customers,total_demand,distance_m,fuel_l,co2_kg,distance_penalty_pct,fuel_penalty_pct,co2_penalty_pct,feasible,infeasible_reason,runtime_seconds,seed
macau,28,OR-Tools,AR,AR,20,121,23500.492805777572,98.73833379207419,264.61873456275885,0.0,0.0,0.0,True,,45.00034729996696,70
macau,29,OR-Tools,SE,AR,20,127,24866.681865190556,104.28932329231512,279.4953864234045,8.333460121433493,8.331230856530475,8.331230856530459,True,,45.0003392000217,71
macau,29,OR-Tools,SM,AR,20,127,24029.771238592803,100.82587295489814,270.21333951912703,4.6873997228947974,4.733548694846585,4.733548694846571,True,,45.000397700001486,71
macau,29,OR-Tools,SR,AR,20,127,22953.833319195117,96.26893599171942,258.0007484578081,0.0,0.0,0.0,True,,45.0002758000046,71
macau,29,OR-Tools,AR,AR,20,127,22953.833319195117,96.26893599171942,258.0007484578081,0.0,0.0,0.0,True,,45.00006570003461,71
hongkong,0,OR-Tools,SE,AR,20,136,24789.814431298793,104.20414164334788,279.26709960417236,29.235688783462084,29.402491382798754,29.40249138279876,True,,45.000230700010434,100042
hongkong,0,OR-Tools,SM,AR,20,136,24503.136458499503,102.86012367817409,275.66513145750656,27.74116265958009,27.733466808401424,27.733466808401406,True,,45.0000255999621,100042
hongkong,0,OR-Tools,SR,AR,20,136,20398.64416038202,85.58484384382012,229.36738150143793,6.34338694311876,6.280727841925492,6.280727841925481,True,,45.00004089996219,100042
hongkong,0,OR-Tools,AR,AR,20,136,19181.864285828044,80.5271525531073,215.81276884232759,0.0,0.0,0.0,True,,45.00002049992327,100042
hongkong,1,OR-Tools,SE,AR,20,126,25005.74744154797,104.84805958184631,280.99279967934814,31.03174939923361,30.658515960438162,30.658515960438162,True,,45.00295240001287,100043
hongkong,1,OR-Tools,SM,AR,20,126,25063.47550247786,105.25242176595523,282.07649033276005,31.334248207987507,31.162420020245296,31.1624200202453,True,,45.000078000011854,100043
hongkong,1,OR-Tools,SR,AR,20,126,23654.686327805684,99.70389172929306,267.2064298345054,23.952100942703826,24.24800783900435,24.24800783900434,True,,45.00017290003598,100043
hongkong,1,OR-Tools,AR,AR,20,126,19083.731657553697,80.24586748987188,215.05892487285666,0.0,0.0,0.0,True,,45.00168099999428,100043
